movie title,Run Time,Rating,User Rating,Generes,Overview,Plot Kyeword,Director,Top 5 Casts,Writer,year,path
Murder 2,"$59,000",6.3,7.1K,"['Action', 'Crime', 'Drama']",An ex-cop is hired by a pimp to find missing call girls and the man responsible behind their abduction.,"['prostitute', 'model', 'serial killer', 'beach', 'sex scene', 'numbered sequel', 'missing woman', 'sequel by name only', 'sequel', 'second part']",Mohit Suri,"['Shagufta Rafique', 'Emraan Hashmi', 'Jacqueline Fernandez', 'Prashant Narayanan', 'Mohit Suri']",Mahesh Bhatt,-2011,/title/tt1918965/
Why Me?,1 hour 27 minutes,5.8,1.2K,"['Action', 'Adventure', 'Comedy']","A jewel thief steals a sacred ruby which sets off a chase by the police, the Turkish government, nutty American terrorists, and the C.I.A.","['buddy movie', 'partners in crime', 'sacred object', 'ruby ring', 'police car chase', 'turkey', 'foreign agent', 'domestic terrorist', 'on the run', 'heist']",Gene Quintano,"['David Koepp', 'Christopher Lambert', 'Kim Greist', 'Christopher Lloyd', 'Gene Quintano']",Donald E. Westlake,-1990,/title/tt0100931/
Thambi,2 hours 29 minutes,6.8,2.3K,"['Action', 'Thriller']","Parvathy is elated when she finds out that her brother, Saravanan, who has been missing for 15 years, is in Goa. However, somebody has already hatched a plan to kill him.",['brother'],Jeethu Joseph,"['Nani Challagulla', ""Renzil D'Silva"", 'Karthi', 'Jyotika', 'Sathyaraj']",Sameer Arora,-2019,/title/tt10468636/
AmeriGeddon,1 hour 30 minutes,3.1,2.3K,"['Action', 'Adventure', 'Drama']",A fictional depiction of a future wherein a globalist terrorist organization aligned with the United Nations to disable the United States' power grid and institutes Martial Law. It will take a dedicated family of patriots armed with strong survival skills and the remains of the S... Read all,"['patriotism', 'lieutenant', 'dystopia', 'patriot', 'explosion', 'patriotic', 'politician', 'freedom', 'globalism', 'conspiracy']",Mike Norris,"['Chase Hunter', 'Aliya Astaphan', 'Rich Bentz', 'Giovannie Cruz', 'Mike Norris']",Gary Heavin,-2016,/title/tt4059702/
American Samurai,1 hour 34 minutes,4.8,2K,['Action'],"An American reporter teams up with a martial arts expert, whose half-brother is a ""yakuza"" - Japanese mafia - drug dealer to battle swordsmen from around the world in a Turkish arena.","['female nudity', 'arena', 'martial arts', 'martial arts training', 'sex in bed', 'kung fu fighting', 'opening action scene', 'kung fu classic', 'martial arts master', 'martial artist']",Sam Firstenberg,"['David Bradley', 'Mark Dacascos', 'Valarie Trapp', 'Sam Firstenberg', 'John Corcoran']",John Corcoran,-1992,/title/tt0106258/
Below the Belt,not-released,3.9,214,"['Comedy', 'Action', 'Crime']","A boxer's manager pays a prostitute to make his boxer's nights hot, and endless. Not so strange, considering all the dirty deals the manager has with the local mafia. The strong champion has to contend with the sexy girl, before he gets to the ring with the title contender. But t... Read all","['female pubic hair', 'sexual humiliation', 'female tied up', 'female rear nudity', 'female frontal nudity', 'forced to strip', 'female removes her dress', 'female removes her clothes', 'female masturbation', 'female full frontal nudity']",Bethel Buckalew,"['John Tull', ""George 'Buck' Flower"", 'Steven Hodge', 'Bethel Buckalew', 'Bethel Buckalew']",Bethel Buckalew,-1971,/title/tt0132726/
Shivaay,"$12,071,738",6.1,11K,"['Action', 'Adventure', 'Drama']",A skilled mountaineer races against time to rescue his mute daughter from the clutches of human traffickers in Bulgaria.,"['child kidnapping', 'mountain', 'character name as title', 'reference to shiva the hindu deity', 'biracial child', 'child trafficking', 'bulgaria', 'embassy', 'running', 'tattoo']",Ajay Devgn,"['Ajay Devgn', 'Abigail Eames', 'Erika Kaar', 'Ajay Devgn', 'Sandeep Shrivastava']",Sandeep Shrivastava,-2016,/title/tt3771536/
Kaththi,2 hours 46 minutes,8,27K,"['Action', 'Drama']",A case of mistaken identity embroils an escaped convict in a fight against a large corporation intent on seizing a village's land.,['fight'],A.R. Murugadoss,"['Thalapathy Vijay', 'Samantha Ruth Prabhu', 'Neil Nitin Mukesh', 'A.R. Murugadoss', 'A.R. Murugadoss']",A.R. Murugadoss,-2014,/title/tt3801314/
Assassination Classroom: 365 Days,1 hour 32 minutes,5.4,480,"['Animation', 'Action', 'Comedy']",Assassination classroom : 365 days time period is about Nagisa and Karma coming back to their classroom 7 years later.,['classroom'],Seiji Kishi,"['Makoto Uezu', 'Felecia Angelle', 'Bryn Apprill', 'Didi Archilla', 'Seiji Kishi']",Yûsei Matsui,-2016,/title/tt6475250/
The Phantom Planet,not-released,3.7,3K,"['Action', 'Adventure', 'Sci-Fi']","After an invisible asteroid draws an astronaut and his ship to its surface, he is miniaturized by the phantom planet's exotic atmosphere.","['psychotronic film', 'space battle', 'atom bomb explosion', 'outer space', ""lord's prayer"", 'reference to albert einstein', 'reference to mit', 'disintegration', 'psychogenic mutism', 'kiss']",William Marshall,"['Fred De Gorter', 'Fred Gebhardt', 'Dean Fredericks', 'Coleen Gray', 'Anthony Dexter']",William Telaak,-1961,/title/tt0055294/
Miami Supercops,not-released,6.1,7.5K,"['Action', 'Comedy', 'Crime']","An ex-con returns to Miami after completing a seven-year sentence for thieving $20,000,000 and is murdered. Two FBI agents are then shipped to Miami to investigate the case under the guise of cops.","['buddy comedy', 'male police officer', 'police officer', 'miami florida', 'uniformed police officer', 'armed robbery', 'gun store', 'flying lesson', 'retired police officer', 'helicopter pilot']",Bruno Corbucci,"['Luciano Vincenzoni', 'Terence Hill', 'Bud Spencer', 'C.B. Seay', 'Bruno Corbucci']",Bruno Corbucci,-1985,/title/tt0089591/
Helen Keller vs. Nightwolves,not-released,6.2,691,"['Action', 'Comedy', 'Horror']","In yet another masterpiece by St. James St. James, this film explores the true story that government didn't want you to know about how Helen Keller really lost her eyesight and hearing: Nightwolves.",['government'],Ross Patterson,"['Jessie Wiseman', 'Lin Shaye', 'Barry Bostwick', 'Ross Patterson', 'Ross Patterson']",Ross Patterson,-2015,/title/tt2465308/
Banana Joe,not-released,6.3,8.2K,"['Action', 'Comedy']","A man is living happily on an island with his family, growing bananas. When a local mobster with an eye on man's property tries to take it from him, he must go to the town for the first time to get some help.","['slapstick comedy', 'character name as title', 'nickname as title', 'jungle', 'latin america', 'banana trader', 'jungle village', 'showering with clothes on', 'surveying', 'corrupt police officer']",Steno,"['Bruno Corbucci', 'Steno', 'Bud Spencer', 'Marina Langner', 'Mario Scarpetta']",Mario Amendola,-1982,/title/tt0082045/
Invincible,not-released,3.6,149,['Action'],"Colonel John Taylor enlists billionaire inventor Leor Teska to fund a secret black site, testing Teska's new nano technology for military applications, developed by scientists. When one of the test subjects, Brock Cortez, escapes, Teska's head of security, Cam Devore is given the... Read all",[],Daniel Zirilli,"['Johnny Strong', 'Robert David De Lay', 'Johnny Strong', 'Marko Zaror', 'Vladimir Kulich']",Daniel Zirilli,-2020,/title/tt9134678/
Open Season,1 hour 44 minutes,6.1,622,"['Action', 'Drama', 'Thriller']","Three young men take a young woman and a middleaged man to an isolated cabin, where they are terrorized in different ways.","['vietnam war veteran', 'man wears eyeglasses', ""woman wears only a man's shirt"", 'hunter becomes hunted', 'man', 'woman', 'weapon', 'violence', 'death', 'shot to death']",Peter Collinson,"['David D. Osborn', 'José Antonio Sáinz de Vicuña', 'Peter Fonda', 'Cornelia Sharpe', 'John Phillip Law']",Liz Charles-Williams,-1974,/title/tt0071292/
Main Khiladi Tu Anari,not-released,6.5,6.2K,"['Action', 'Comedy']",A Bombay police officer seeks revenge when his brother is killed by a powerful underworld figure. Things get complicated when a matinee movie idol begins to shadow the policeman so he can research a movie role.,"['roundhouse kick', ""breaking someone's arm"", 'naked in bed', 'naked man in bed', 'naked man in a bed', 'hairy chest', 'hairy chested male', 'hairy chested man', 'drunk man', 'police']",Sameer Malkan,"['Kader Khan', 'Akshay Kumar', 'Saif Ali Khan', 'Shilpa Shetty Kundra', 'Sameer Malkan']",Sachin Bhowmick,-1994,/title/tt0110438/
Dead Again,not-released,3.5,495,"['Action', 'Comedy', 'Horror']","In a rural village where crime is non existent, a police sergeant is retiring out of boredom. He is sent a young recruit fresh out of police school. All hell is about to break loose in this apocalyptic horror film.","['police', 'alien invasion', 'gunfight', 'zombie', 'graveyard', 'village']",Steven M. Smith,"['Donald Trump', 'Boris Johnson', 'Emmanuel Macron', 'Steven M. Smith', 'Steven M. Smith']",Steven M. Smith,-2021,/title/tt8077310/
The Worthy,1 hour 39 minutes,5.1,2K,"['Action', 'Sci-Fi', 'Thriller']","After the vast majority of the world's water supply is lethally contaminated, a small group of survivors who have taken refuge near a rare clean water source are thrust into a deadly game of cat and mouse and must defend their lives from infiltrators who aren't what they seem.","['post apocalypse', 'water', 'scar', 'city']",Ali F. Mostafa,"['Ali Suliman', 'Mahmoud Al Atrash', 'Samer al Masri', 'Ali F. Mostafa', 'Vikram Weet']",Vikram Weet,-2016,/title/tt4943218/
Jigarthanda,2 hours 51 minutes,8.3,12K,"['Action', 'Comedy', 'Crime']","An aspiring director targets a ruthless gangster because he wants to make a violent gangster film. His discreet attempts to research the gangster fail miserably. Finally when he gets caught snooping, things hit the fan.","['gangster', 'filmmaking', 'filmmaker', 'spying', 'hidden mic', 'shot with a gun', 'shot dead', 'rain', 'film within a film', 'beaten up']",Karthik Subbaraj,"['Siddharth', 'Bobby Simha', 'Lakshmi Menon', 'Karthik Subbaraj', 'Karthik Subbaraj']",Karthik Subbaraj,-2014,/title/tt3569782/
Nannaku Prematho,2 hours 48 minutes,7.5,10K,"['Action', 'Drama', 'Thriller']",An intelligent son of a former entrepreneur takes revenge on a powerful and rich businessman who is as smart as he is.,"['illness', 'businessman', 'father son relationship']",Sukumar,"['Buchi Babu Sana', 'Srinivas Rongali', 'N.T. Rama Rao Jr.', 'Rakul Preet Singh', 'Jagapathi Babu']",Sukumar,-2016,/title/tt5098128/
Revelation Road: The Beginning of the End,not-released,4.6,1.9K,['Action'],"Amidst foreboding lighting and tremors, a traveling salesman with a dark past must fight demons, both his own and a murderous biker gang, in his quest to complete his last sale and go home.","['supernatural power', 'psychotronic film', 'part of trilogy', 'biker', 'fight', 'gang', 'traveling salesman', 'desert', 'rapture', 'robbery']",Gabriel Sabloff,"['Gabriel Sabloff', 'David A.R. White', 'Brian Bosworth', 'Andrea Logan', 'Gabriel Sabloff']",Sean Paul Murphy,-2013,/title/tt2412746/
The Carrier,1 hour 30 minutes,3.8,999,"['Action', 'Horror', 'Sci-Fi']","As an antibiotic-resistant pandemic devastates the planet, the only safe place is in the air.","['sabotage', 'outbreak', 'airplane passenger', 'passenger plane', 'airplane pilot']",Anthony Woodley,"['Helen Kingston', 'Stefan Mitchell', 'Edmund Kingsley', 'Jack Gordon', 'Karen Bryson']",Luke Healy,-2015,/title/tt3163224/
Undying Love,not-released,no-rating,0,"['Action', 'Drama', 'Romance']","An ex-soldier falls for a vampire, though in order to be with her, he must take on her creator, who is protected by an army of monsters in the Hong Kong underworld.","['image comics', 'based on comic']",Gareth Evans,"['Daniel Freedman', 'Tommy Wirkola', 'Gareth Evans', 'Tomm Coker', 'Daniel Freedman']",Tomm Coker,(I),/title/tt1987020/
Outlaw,1 hour 43 minutes,5.7,13K,"['Action', 'Crime', 'Drama']",A group of people who feel betrayed by their government and let down by their Police force form a modern-day outlaw posse in order to right what they see as the wrongs of society.,"['murder of a black woman', 'stabbing a pregnant woman', 'frame up', 'death of fetus', 'illegal surveillance', 'disfigured face', 'extortion', 'partial female nudity', 'bachelor party', 'bride left at the altar']",Nick Love,"['Sean Bean', 'Danny Dyer', 'Rupert Friend', 'Nick Love', 'Nick Love']",Nick Love,-2007,/title/tt0758771/
Doraemon the Movie: Nobita's Little Star Wars 2021,1 hour 48 minutes,6.4,197,"['Animation', 'Action', 'Adventure']","One day, Nobita picks a small rocket from which a small-sized humanoid alien Papi comes out. He came from the planet named 'Pirika' to the Earth to escape from the PCIA army of his planet. At the very beginning, Doraemon and his friends were confused by the small size of Papi, bu... Read all","['delayed release', 'alien']",Shin Yamaguchi,"['Dai Satô', 'Wasabi Mizuta', 'Megumi Ohara', 'Yumi Kakazu', 'Shin Yamaguchi']",Fujio F. Fujiko,-2022,/title/tt13740078/
Ozark Sharks,1 hour 28 minutes,3.5,983,"['Action', 'Adventure', 'Comedy']",A vacation to the Ozarks turns upside-down when bull sharks somehow infiltrate Arkansas' freshwater lakes and wreak havoc on a town's big fireworks festival.,"['shark', 'water', 'blood', 'loss of friend', 'shark attack', 'animal attack', 'boat', 'shredder', 'cgi', 'animal in title']",Misty Talley,"['Greg Mitchell', 'Allisyn Snyder', 'Dave Davis', 'Michael Papajohn', 'Misty Talley']",Marcy Holland,-2016,/title/tt5606742/
Madras,not-released,8,4.3K,"['Action', 'Drama']","A wall creates perturbation between two factions of a political party. Kaali and his buddy Anbu, who is a political aspirant, get embroiled in this brutal political rivalry.","['buddy', 'politics']",Pa. Ranjith,"['Karthi', 'Catherine Tresa', 'Kalaiyarasan', 'Pa. Ranjith', 'Pa. Ranjith']",Pa. Ranjith,-2014,/title/tt3822388/
City Limits,not-released,2.4,1.4K,"['Action', 'Adventure', 'Sci-Fi']","A pair of teenage motorcycle gangs maintain an uneasy truce between each other in the not-too-distant future. When an evil corporation tries to take over their ruined city, the gangs must decide whether to fight their common enemy.","['man tied up', 'bound and gagged', 'gang', 'rival', 'motorcycle', 'future', 'biker gang', 'sewer', 'machine gun', 'los angeles california']",Aaron Lipstadt,"['Don Keith Opper', 'James Reigle', 'John Stockwell', 'Darrell Larson', 'Rae Dawn Chong']",Aaron Lipstadt,-1984,/title/tt0088925/
The Gamers: Dorkness Rising,1 hour 45 minutes,7.3,3.3K,"['Action', 'Adventure', 'Comedy']","Lodge, a gaming geek, takes his playing very seriously, unlike his babyish friends who'd rather be immature. He decides to shake things up by introducing two unconventional people to their group.","['gamers', 'gaming', 'role playing game', 'rpg']",Matt Vancil,"['Nathan Rice', 'Carol Roscoe', 'Brian S. Lewis', 'Matt Vancil', 'Matt Vancil']",Matt Vancil,-2008,/title/tt0447166/
Hustle Down,not-released,3,152,"['Action', 'Comedy', 'Drama']","The driver for a Baja drug lord/Jefe steals a valuable car. Jefe hires a ""bounty hunter"" to deliver the driver and car. Many other gunmen are interested in the car and driver.",['gangster'],R. Ellis Frazier,"['Tom Sizemore', 'Paul Sidhu', 'Bai Ling', 'R. Ellis Frazier', 'Benjamin Budd']",Benjamin Budd,-2021,/title/tt7015964/
Expect No Mercy,not-released,4.4,524,"['Action', 'Sci-Fi']","Federal Service Agent Justin Vanier has been assigned to infiltrate the mysterious Virtual Arts Academy in search of Eric, a fellow agent. In this high-tech facility, the maniacal leader Warbeck is training assassins to become even more efficient killing machines using virtual re... Read all","['clown', 'evil clown', 'samurai', 'boxer', 'fistfight', 'fight', 'brawl', 'stylized violence', 'mixed martial arts', 'hand to hand combat']",Zale Dalen,"['Billy Blanks', 'Jalal Merhi', 'Wolf Larson', 'Zale Dalen', 'J. Stephen Maunder']",J. Stephen Maunder,-1995,/title/tt0112998/
Mega Shark vs. Kolossus,not-released,2.7,1.7K,"['Action', 'Adventure', 'Comedy']","In search of a new energy source, Russia accidentally reawakens the Kolossus - a giant robot doomsday device from the Cold War. At the same time, a new Mega Shark appears, threatening global security.","['creature feature', 'kaiju', 'shark feature', 'shark', 'submarine', 'laser', 'beach', 'sequel', 'warship', 'cgi']",Christopher Ray,"['Illeana Douglas', 'Amy Rider', 'Brody Hutzler', 'Christopher Ray', 'Edward DeRuiter']",Edward DeRuiter,-2015,/title/tt4566574/
Vigilante Force,not-released,5.2,954,"['Action', 'Adventure', 'Crime']","After oil is found in a small town and local factory shut down, violent crime skyrockets. A young man has had enough and calls in his older brother, a cynical Vietnam vet, who cleans the streets but then tries to take over the town.","['hixploitation', 'vietnam war veteran', 'male police officer shot', 'policeman', 'police officer', 'small town', 'drinking beer', 'schlitz beer', 'coors beer', 'street shootout']",George Armitage,"['Kris Kristofferson', 'Jan-Michael Vincent', 'Victoria Principal', 'George Armitage', 'George Armitage']",George Armitage,-1976,/title/tt0075393/
The Battle: Roar to Victory,2 hours 15 minutes,6.3,724,"['Action', 'Drama', 'History']","Over a 4 day period, a fierce battle takes place between Korean independence militias and imperialist Japanese forces in Manchuria, China. The militia includes a master swordsman and an expert marksman.",['battle'],Shin-yeon Won,"['Hae-Jin Yoo', 'Ryu Jun-Yeol', 'Woo-jin Jo', 'Shin-yeon Won', 'Cheon Jin-woo']",Cheon Jin-woo,-2019,/title/tt10510654/
